"ID"	"Estado"	"Periodo"	"Año"	"Género"	 "Edad" 	 "IBC" 	"Ciudad"	"Origen_Afiliado"	"Origen_AFP"	"Nivel_de_Satisfacción"	"PQR"
51491	fugado	2019-9	2019	F	 35 	1421406	Bogotá	Traslado de AFP	Porvenir	4	SI
51492	fugado	2019-10	2019	F	 40 	6122012	Bogotá	Traslado de AFP	Skandia	1	SI
51493	fugado	2019-11	2019	F	 33 	1618270	Bogotá	Traslado de AFP	Porvenir	1	SI
51494	fugado	2019-12	2019	M	 40 	6200455	Cali	Traslado de AFP	Skandia	4	No
51495	fugado	2019-1	2019	F	 30 	1180865	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51496	fugado	2019-2	2019	M	 32 	4659430	Bogotá	Traslado de AFP	Skandia	2	SI
51497	fugado	2019-3	2019	M	 28 	1587480	Bogotá	Vinculación Inicial	Primer Trabajo	2	No
51498	fugado	2019-4	2019	F	 30 	1704764	Bogotá	Traslado de AFP	Porvenir	1	SI
51499	fugado	2019-5	2019	F	 25 	1384443	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51500	fugado	2019-6	2019	F	 28 	1248684	Barranquilla	Vinculación Inicial	Primer Trabajo	1	SI
51501	fugado	2019-7	2019	F	 32 	1242179	Bogotá	Traslado de AFP	Porvenir	2	SI
51502	fugado	2019-8	2019	F	 36 	1232030	Medellín	Traslado de AFP	Porvenir	3	SI
51503	fugado	2019-9	2019	F	 38 	3972771	Cartagena	Traslado de AFP	Protección	3	SI
51504	fugado	2019-10	2019	F	 25 	1686986	Cali	Vinculación Inicial	Primer Trabajo	1	SI
51505	fugado	2019-11	2019	M	 30 	1678748	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51506	fugado	2019-12	2019	F	 30 	1610674	Cali	Traslado de AFP	Porvenir	4	SI
51507	fugado	2019-1	2019	F	 38 	1528274	Bogotá	Traslado de AFP	Porvenir	2	SI
51508	fugado	2019-2	2019	F	 30 	3609928	Cali	Traslado de AFP	Protección	2	SI
51509	fugado	2019-3	2019	F	 40 	1593752	Bogotá	Traslado de AFP	Porvenir	2	SI
51510	fugado	2019-4	2019	F	 37 	3277755	Bogotá	Traslado de AFP	Protección	2	SI
51511	fugado	2019-5	2019	F	 36 	1360106	Bogotá	Traslado de AFP	Porvenir	2	SI
51512	fugado	2019-6	2019	F	 33 	1431415	Bogotá	Traslado de AFP	Porvenir	2	SI
51513	fugado	2019-7	2019	F	 27 	1764012	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51514	fugado	2019-8	2019	F	 34 	1660045	Bogotá	Traslado de AFP	Porvenir	1	SI
51515	fugado	2019-9	2019	F	 33 	1213598	Bogotá	Traslado de AFP	Porvenir	2	SI
51516	fugado	2019-10	2019	F	 40 	3525026	Bogotá	Traslado de AFP	Protección	1	SI
51517	fugado	2019-11	2019	F	 27 	1662882	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51518	fugado	2019-12	2019	M	 34 	1745905	Bucaramanga	Traslado de AFP	Porvenir	4	SI
51519	fugado	2019-1	2019	F	 38 	4071091	Cali	Traslado de AFP	Protección	1	SI
51520	fugado	2019-2	2019	F	 27 	1525264	Cali	Vinculación Inicial	Primer Trabajo	4	SI
51521	fugado	2019-3	2019	F	 31 	1680875	Bogotá	Traslado de AFP	Porvenir	1	SI
51522	fugado	2019-4	2019	F	 40 	5534844	Cali	Traslado de AFP	Skandia	1	SI
51523	fugado	2019-5	2019	F	 26 	1735514	Medellín	Vinculación Inicial	Primer Trabajo	1	SI
51524	fugado	2019-6	2019	M	 40 	4041257	Bucaramanga	Traslado de AFP	Protección	4	SI
51525	fugado	2019-7	2019	F	 33 	6690337	Bogotá	Traslado de AFP	Skandia	3	SI
51526	fugado	2019-8	2019	M	 30 	1696065	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51527	fugado	2019-9	2019	F	 33 	1781767	Bogotá	Traslado de AFP	Porvenir	3	SI
51528	fugado	2019-10	2019	M	 34 	1339246	Bogotá	Traslado de AFP	Porvenir	2	SI
51529	fugado	2019-11	2019	F	 40 	1811124	Cali	Traslado de AFP	Porvenir	2	SI
51530	fugado	2019-12	2019	F	 30 	5220376	Bogotá	Traslado de AFP	Skandia	2	SI
51531	fugado	2019-1	2019	F	 35 	1269844	Bogotá	Traslado de AFP	Porvenir	3	SI
51532	fugado	2019-2	2019	F	 30 	1187724	Cartagena	Traslado de AFP	Porvenir	1	SI
51533	fugado	2019-3	2019	F	 36 	1259963	Bogotá	Traslado de AFP	Porvenir	2	SI
51534	fugado	2019-4	2019	F	 33 	1514510	Barranquilla	Traslado de AFP	Porvenir	2	SI
51535	fugado	2019-5	2019	F	 40 	1533333	Barranquilla	Traslado de AFP	Porvenir	3	SI
51536	fugado	2019-6	2019	F	 30 	985500	Bogotá	Traslado de AFP	Porvenir	3	SI
51537	fugado	2019-7	2019	M	 29 	1504955	Bucaramanga	Vinculación Inicial	Primer Trabajo	2	SI
51538	fugado	2019-8	2019	M	 38 	4209004	Cartagena	Traslado de AFP	Protección	1	SI
51539	fugado	2019-9	2019	M	 35 	1282316	Bogotá	Traslado de AFP	Porvenir	4	SI
51540	fugado	2019-10	2019	F	 26 	1582051	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51541	fugado	2019-11	2019	F	 30 	1533839	Bogotá	Traslado de AFP	Porvenir	1	SI
51542	fugado	2019-12	2019	F	 35 	1380029	Bogotá	Traslado de AFP	Porvenir	2	No
51543	fugado	2019-1	2019	F	 38 	4834660	Bogotá	Traslado de AFP	Skandia	1	SI
51544	fugado	2019-2	2019	F	 30 	3431988	Bogotá	Traslado de AFP	Protección	2	SI
51545	fugado	2019-3	2019	F	 33 	1424401	Bogotá	Traslado de AFP	Porvenir	4	SI
51546	fugado	2019-4	2019	F	 34 	1743787	Bogotá	Traslado de AFP	Porvenir	3	SI
51547	fugado	2019-5	2019	F	 30 	1568204	Bucaramanga	Traslado de AFP	Porvenir	3	SI
51548	fugado	2019-6	2019	F	 39 	1460242	Medellín	Traslado de AFP	Porvenir	3	SI
51549	fugado	2019-7	2019	F	 30 	1488910	Bogotá	Traslado de AFP	Porvenir	1	No
51550	fugado	2019-8	2019	M	 32 	1512685	Cali	Traslado de AFP	Porvenir	1	SI
51551	fugado	2019-9	2019	F	 32 	1264801	Bogotá	Traslado de AFP	Porvenir	3	SI
51552	fugado	2019-10	2019	F	 33 	5668386	Cali	Traslado de AFP	Skandia	4	SI
51553	fugado	2019-11	2019	F	 40 	1880871	Barranquilla	Traslado de AFP	Porvenir	2	SI
51554	fugado	2019-12	2019	M	 35 	1540098	Cali	Traslado de AFP	Porvenir	2	No
51555	fugado	2019-1	2019	F	 40 	1633992	Bogotá	Traslado de AFP	Porvenir	4	SI
51556	fugado	2019-2	2019	F	 30 	1827613	Bogotá	Traslado de AFP	Porvenir	4	No
51557	fugado	2019-3	2019	F	 27 	1396913	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51558	fugado	2019-4	2019	F	 25 	1941714	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51559	fugado	2019-5	2019	F	 30 	1847190	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51560	fugado	2019-6	2019	F	 40 	1471087	Bogotá	Traslado de AFP	Porvenir	2	SI
51561	fugado	2019-7	2019	M	 35 	1817461	Bogotá	Traslado de AFP	Porvenir	4	SI
51562	fugado	2019-8	2019	F	 31 	1692372	Barranquilla	Traslado de AFP	Porvenir	1	SI
51563	fugado	2019-9	2019	F	 34 	1361035	Medellín	Traslado de AFP	Porvenir	2	SI
51564	fugado	2019-10	2019	F	 34 	1515319	Cali	Traslado de AFP	Porvenir	3	SI
51565	fugado	2019-11	2019	F	 36 	1570990	Bogotá	Traslado de AFP	Porvenir	4	SI
51566	fugado	2019-12	2019	F	 38 	1288862	Cali	Traslado de AFP	Porvenir	4	SI
51567	fugado	2019-1	2019	F	 37 	1364624	Barranquilla	Traslado de AFP	Porvenir	4	SI
51568	fugado	2019-2	2019	F	 37 	6103580	Bogotá	Traslado de AFP	Skandia	3	SI
51569	fugado	2019-3	2019	F	 40 	4510897	Bogotá	Traslado de AFP	Skandia	2	SI
51570	fugado	2019-4	2019	M	 37 	5632264	Bogotá	Traslado de AFP	Skandia	1	No
51571	fugado	2019-5	2019	F	 35 	1584236	Bogotá	Traslado de AFP	Porvenir	2	SI
51572	fugado	2019-6	2019	F	 40 	3666395	Bogotá	Traslado de AFP	Protección	4	SI
51573	fugado	2019-7	2019	M	 34 	5211997	Bogotá	Traslado de AFP	Skandia	3	SI
51574	fugado	2019-8	2019	M	 27 	1617530	Medellín	Vinculación Inicial	Primer Trabajo	4	SI
51575	fugado	2019-9	2019	M	 28 	1735336	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51576	fugado	2019-10	2019	F	 28 	1618060	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51577	fugado	2019-11	2019	F	 34 	1592560	Bogotá	Traslado de AFP	Porvenir	1	SI
51578	fugado	2019-12	2019	F	 30 	1770220	Cartagena	Traslado de AFP	Porvenir	2	SI
51579	fugado	2019-1	2019	F	 30 	3666971	Cartagena	Traslado de AFP	Protección	1	No
51580	fugado	2019-2	2019	F	 32 	1337877	Bogotá	Traslado de AFP	Porvenir	3	SI
51581	fugado	2019-3	2019	F	 35 	1609348	Bogotá	Traslado de AFP	Porvenir	3	SI
51582	fugado	2019-4	2019	M	 30 	3433246	Bogotá	Traslado de AFP	Protección	3	SI
51583	fugado	2019-5	2019	M	 36 	1401863	Bogotá	Traslado de AFP	Porvenir	2	SI
51584	fugado	2019-6	2019	F	 40 	1485136	Bogotá	Traslado de AFP	Porvenir	1	SI
51585	fugado	2019-7	2019	F	 31 	1229628	Bogotá	Traslado de AFP	Porvenir	4	SI
51586	fugado	2019-8	2019	F	 29 	1647371	Medellín	Vinculación Inicial	Primer Trabajo	1	SI
51587	fugado	2019-9	2019	F	 38 	3216971	Bogotá	Traslado de AFP	Protección	4	SI
51588	fugado	2019-10	2019	F	 30 	1772522	Bogotá	Traslado de AFP	Porvenir	3	SI
51589	fugado	2019-11	2019	F	 36 	1777398	Bucaramanga	Traslado de AFP	Porvenir	1	SI
51590	fugado	2019-12	2019	F	 30 	7068814	Bogotá	Traslado de AFP	Skandia	4	No
51591	fugado	2019-1	2019	M	 28 	1344161	Bucaramanga	Vinculación Inicial	Primer Trabajo	1	SI
51592	fugado	2019-2	2019	F	 30 	1390706	Bogotá	Traslado de AFP	Porvenir	1	SI
51593	fugado	2019-3	2019	M	 38 	1454037	Bogotá	Traslado de AFP	Porvenir	1	SI
51594	fugado	2019-4	2019	F	 30 	1045323	Medellín	Vinculación Inicial	Primer Trabajo	4	SI
51595	fugado	2019-5	2019	M	 33 	1757043	Bogotá	Traslado de AFP	Porvenir	4	SI
51596	fugado	2019-6	2019	F	 40 	7966110	Medellín	Traslado de AFP	Skandia	2	SI
51597	fugado	2019-7	2019	F	 31 	1368260	Bogotá	Traslado de AFP	Porvenir	4	SI
51598	fugado	2019-8	2019	F	 34 	1503170	Bogotá	Traslado de AFP	Porvenir	3	SI
51599	fugado	2019-9	2019	M	 32 	1570142	Medellín	Traslado de AFP	Porvenir	3	SI
51600	fugado	2019-10	2019	F	 33 	3634673	Bogotá	Traslado de AFP	Protección	1	SI
51601	fugado	2019-11	2019	M	 37 	6851854	Bogotá	Traslado de AFP	Skandia	1	SI
51602	fugado	2019-12	2019	F	 25 	1572525	Medellín	Vinculación Inicial	Primer Trabajo	2	SI
51603	fugado	2019-1	2019	F	 40 	1654711	Bogotá	Traslado de AFP	Porvenir	4	SI
51604	fugado	2019-2	2019	M	 37 	1632506	Medellín	Traslado de AFP	Porvenir	1	SI
51605	fugado	2019-3	2019	F	 34 	1692209	Bogotá	Traslado de AFP	Porvenir	1	SI
51606	fugado	2019-4	2019	F	 30 	1801586	Cartagena	Traslado de AFP	Porvenir	3	SI
51607	fugado	2019-5	2019	F	 37 	1793016	Bogotá	Traslado de AFP	Porvenir	4	SI
51608	fugado	2019-6	2019	F	 30 	1377903	Bogotá	Traslado de AFP	Porvenir	2	SI
51609	fugado	2019-7	2019	F	 35 	5790954	Bogotá	Traslado de AFP	Skandia	2	SI
51610	fugado	2019-8	2019	M	 34 	910137	Bogotá	Traslado de AFP	Porvenir	4	SI
51611	fugado	2019-9	2019	F	 36 	1370569	Bogotá	Traslado de AFP	Porvenir	4	SI
51612	fugado	2019-10	2019	F	 28 	1682808	Bucaramanga	Vinculación Inicial	Primer Trabajo	2	SI
51613	fugado	2019-11	2019	F	 40 	1374050	Bogotá	Traslado de AFP	Porvenir	2	SI
51614	fugado	2019-12	2019	F	 26 	1169462	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51615	fugado	2019-1	2019	M	 28 	1817344	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51616	fugado	2019-2	2019	F	 32 	1518087	Bogotá	Traslado de AFP	Porvenir	4	SI
51617	fugado	2019-3	2019	M	 40 	1296494	Bogotá	Traslado de AFP	Porvenir	3	SI
51618	fugado	2019-4	2019	F	 39 	1116911	Bucaramanga	Traslado de AFP	Porvenir	1	No
51619	fugado	2019-5	2019	F	 30 	1373238	Bogotá	Traslado de AFP	Porvenir	3	SI
51620	fugado	2019-6	2019	F	 25 	1334344	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51621	fugado	2019-7	2019	F	 26 	1338251	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51622	fugado	2019-8	2019	M	 33 	1471898	Bogotá	Traslado de AFP	Porvenir	1	SI
51623	fugado	2019-9	2019	M	 29 	1382560	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
51624	fugado	2019-10	2019	F	 33 	1611639	Barranquilla	Traslado de AFP	Porvenir	2	SI
51625	fugado	2019-11	2019	F	 37 	1617948	Bogotá	Traslado de AFP	Porvenir	2	SI
51626	fugado	2019-12	2019	M	 30 	4046142	Bogotá	Traslado de AFP	Protección	3	SI
51627	fugado	2019-1	2019	F	 34 	1586234	Cali	Traslado de AFP	Porvenir	4	SI
51628	fugado	2019-2	2019	F	 37 	3714433	Medellín	Traslado de AFP	Protección	2	SI
51629	fugado	2019-3	2019	F	 30 	5975431	Bogotá	Traslado de AFP	Skandia	3	SI
51630	fugado	2019-4	2019	F	 40 	1708654	Bogotá	Traslado de AFP	Porvenir	3	SI
51631	fugado	2019-5	2019	M	 40 	1381083	Bogotá	Traslado de AFP	Porvenir	4	SI
51632	fugado	2019-6	2019	F	 26 	1648567	Medellín	Vinculación Inicial	Primer Trabajo	2	SI
51633	fugado	2019-7	2019	F	 33 	4957954	Bogotá	Traslado de AFP	Skandia	3	SI
51634	fugado	2019-8	2019	F	 37 	1767268	Bogotá	Traslado de AFP	Porvenir	1	SI
51635	fugado	2019-9	2019	M	 40 	1388571	Cali	Traslado de AFP	Porvenir	4	SI
51636	fugado	2019-10	2019	F	 40 	1661961	Bogotá	Traslado de AFP	Porvenir	1	SI
51637	fugado	2019-11	2019	F	 37 	1440878	Bogotá	Traslado de AFP	Porvenir	2	SI
51638	fugado	2019-12	2019	F	 29 	1490818	Cali	Vinculación Inicial	Primer Trabajo	4	SI
51639	fugado	2019-1	2019	F	 32 	1389520	Medellín	Traslado de AFP	Porvenir	4	SI
51640	fugado	2019-2	2019	M	 40 	1706139	Bogotá	Traslado de AFP	Porvenir	4	SI
51641	fugado	2019-3	2019	F	 35 	4027864	Bogotá	Traslado de AFP	Protección	4	SI
51642	fugado	2019-4	2019	F	 29 	1487362	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51643	fugado	2019-5	2019	M	 38 	1225571	Medellín	Traslado de AFP	Porvenir	2	SI
51644	fugado	2019-6	2019	M	 30 	1359789	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51645	fugado	2019-7	2019	F	 35 	1571123	Bogotá	Traslado de AFP	Porvenir	3	SI
51646	fugado	2019-8	2019	F	 25 	1126685	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
51647	fugado	2019-9	2019	F	 33 	1217185	Bogotá	Traslado de AFP	Porvenir	2	SI
51648	fugado	2019-10	2019	F	 34 	1776923	Bucaramanga	Traslado de AFP	Porvenir	2	SI
51649	fugado	2019-11	2019	F	 26 	1540587	Cartagena	Vinculación Inicial	Primer Trabajo	4	SI
51650	fugado	2019-12	2019	F	 29 	1621703	Bucaramanga	Vinculación Inicial	Primer Trabajo	1	SI
51651	fugado	2019-1	2019	F	 35 	5015257	Bogotá	Traslado de AFP	Protección	3	SI
51652	fugado	2019-2	2019	F	 28 	1336182	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51653	fugado	2019-3	2019	F	 40 	1236859	Bogotá	Traslado de AFP	Porvenir	3	SI
51654	fugado	2019-4	2019	F	 29 	1264350	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51655	fugado	2019-5	2019	F	 29 	1170619	Medellín	Vinculación Inicial	Primer Trabajo	3	SI
51656	fugado	2019-6	2019	F	 40 	6493546	Bogotá	Traslado de AFP	Skandia	3	SI
51657	fugado	2019-7	2019	M	 31 	1308799	Bogotá	Traslado de AFP	Porvenir	4	SI
51658	fugado	2019-8	2019	M	 31 	5768264	Bogotá	Traslado de AFP	Skandia	4	SI
51659	fugado	2019-9	2019	M	 29 	1588125	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
51660	fugado	2019-10	2019	F	 30 	1649509	Bogotá	Traslado de AFP	Porvenir	3	SI
51661	fugado	2019-11	2019	F	 28 	1025025	Cartagena	Vinculación Inicial	Primer Trabajo	1	SI
51662	fugado	2019-12	2019	F	 35 	1269867	Medellín	Traslado de AFP	Porvenir	1	SI
51663	fugado	2019-1	2019	F	 31 	1394399	Cali	Traslado de AFP	Porvenir	1	SI
51664	fugado	2019-2	2019	M	 32 	1438166	Barranquilla	Traslado de AFP	Porvenir	1	SI
51665	fugado	2019-3	2019	F	 35 	1146331	Medellín	Traslado de AFP	Porvenir	4	SI
51666	fugado	2019-4	2019	F	 30 	1387213	Cali	Traslado de AFP	Porvenir	2	SI
51667	fugado	2019-5	2019	M	 40 	1273693	Cartagena	Traslado de AFP	Porvenir	2	SI
51668	fugado	2019-6	2019	M	 30 	1395703	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51669	fugado	2019-7	2019	F	 29 	1988886	Barranquilla	Vinculación Inicial	Primer Trabajo	3	SI
51670	fugado	2019-8	2019	F	 33 	6834116	Bogotá	Traslado de AFP	Skandia	2	SI
51671	fugado	2019-9	2019	F	 32 	1778164	Bogotá	Traslado de AFP	Porvenir	3	No
51672	fugado	2019-10	2019	F	 30 	1584747	Bogotá	Traslado de AFP	Porvenir	1	SI
51673	fugado	2019-11	2019	F	 30 	1499683	Medellín	Traslado de AFP	Porvenir	3	SI
51674	fugado	2019-12	2019	F	 37 	1657620	Bogotá	Traslado de AFP	Porvenir	4	SI
51675	fugado	2019-1	2019	F	 37 	1710894	Bogotá	Traslado de AFP	Porvenir	1	SI
51676	fugado	2019-2	2019	F	 27 	1519005	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51677	fugado	2019-3	2019	F	 33 	1429066	Bogotá	Traslado de AFP	Porvenir	3	SI
51678	fugado	2019-4	2019	M	 30 	1157726	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51679	fugado	2019-5	2019	F	 37 	1442223	Cartagena	Traslado de AFP	Porvenir	3	SI
51680	fugado	2019-6	2019	F	 31 	1621230	Bogotá	Traslado de AFP	Porvenir	1	SI
51681	fugado	2019-7	2019	M	 35 	1310530	Medellín	Traslado de AFP	Porvenir	4	No
51682	fugado	2019-8	2019	F	 31 	1493999	Cartagena	Traslado de AFP	Porvenir	3	SI
51683	fugado	2019-9	2019	F	 37 	1443717	Bogotá	Traslado de AFP	Porvenir	3	SI
51684	fugado	2019-10	2019	F	 32 	1099356	Cali	Traslado de AFP	Porvenir	2	SI
51685	fugado	2019-11	2019	M	 30 	1396535	Bogotá	Traslado de AFP	Porvenir	3	SI
51686	fugado	2019-12	2019	F	 33 	1408050	Medellín	Traslado de AFP	Porvenir	2	SI
51687	fugado	2019-1	2019	F	 40 	1299192	Bogotá	Traslado de AFP	Porvenir	2	SI
51688	fugado	2019-2	2019	M	 40 	1170314	Bogotá	Traslado de AFP	Porvenir	2	SI
51689	fugado	2019-3	2019	F	 34 	1524760	Cartagena	Traslado de AFP	Porvenir	1	No
51690	fugado	2019-4	2019	F	 36 	1769888	Bogotá	Traslado de AFP	Porvenir	3	SI
51691	fugado	2019-5	2019	F	 30 	1139134	Cali	Traslado de AFP	Porvenir	2	SI
51692	fugado	2019-6	2019	F	 36 	1125704	Bogotá	Traslado de AFP	Porvenir	1	SI
51693	fugado	2019-7	2019	F	 30 	1329451	Cali	Traslado de AFP	Porvenir	4	SI
51694	fugado	2019-8	2019	M	 35 	1220530	Bogotá	Traslado de AFP	Porvenir	3	SI
51695	fugado	2019-9	2019	F	 38 	1389608	Bogotá	Traslado de AFP	Porvenir	3	SI
51696	fugado	2019-10	2019	F	 40 	1578161	Medellín	Traslado de AFP	Porvenir	4	SI
51697	fugado	2019-11	2019	F	 31 	4413334	Barranquilla	Traslado de AFP	Protección	2	No
51698	fugado	2019-12	2019	F	 33 	1611982	Bogotá	Traslado de AFP	Porvenir	4	SI
51699	fugado	2019-1	2019	F	 38 	1761288	Bogotá	Traslado de AFP	Porvenir	1	SI
51700	fugado	2019-2	2019	F	 30 	3225116	Bogotá	Traslado de AFP	Protección	4	SI
51701	fugado	2019-3	2019	F	 29 	1341191	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
51702	fugado	2019-4	2019	F	 30 	1645739	Bogotá	Traslado de AFP	Porvenir	4	SI
51703	fugado	2019-5	2019	F	 33 	5685737	Bogotá	Traslado de AFP	Skandia	1	SI
51704	fugado	2019-6	2019	M	 34 	3372552	Medellín	Traslado de AFP	Protección	1	SI
51705	fugado	2019-7	2019	F	 40 	1346811	Cartagena	Traslado de AFP	Porvenir	2	SI
51706	fugado	2019-8	2019	M	 40 	1452261	Bogotá	Traslado de AFP	Porvenir	2	SI
51707	fugado	2019-9	2019	F	 37 	1142268	Medellín	Traslado de AFP	Porvenir	1	SI
51708	fugado	2019-10	2019	F	 34 	1551736	Medellín	Traslado de AFP	Porvenir	3	SI
51709	fugado	2019-11	2019	F	 32 	1388840	Cali	Traslado de AFP	Porvenir	3	SI
51710	fugado	2019-12	2019	F	 36 	1406380	Cartagena	Traslado de AFP	Porvenir	4	No
51711	fugado	2019-1	2019	F	 40 	1549352	Barranquilla	Traslado de AFP	Porvenir	1	SI
51712	fugado	2019-2	2019	M	 39 	1649212	Cali	Traslado de AFP	Porvenir	1	SI
51713	fugado	2019-3	2019	F	 29 	1573091	Cali	Vinculación Inicial	Primer Trabajo	2	SI
51714	fugado	2019-4	2019	F	 35 	1793410	Bogotá	Traslado de AFP	Porvenir	3	SI
51715	fugado	2019-5	2019	F	 26 	1427640	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51716	fugado	2019-6	2019	F	 29 	1685498	Cartagena	Vinculación Inicial	Primer Trabajo	4	SI
51717	fugado	2019-7	2019	F	 40 	1557461	Bogotá	Traslado de AFP	Porvenir	2	SI
51718	fugado	2019-8	2019	F	 35 	1503253	Bogotá	Traslado de AFP	Porvenir	1	No
51719	fugado	2019-9	2019	F	 38 	4001238	Bogotá	Traslado de AFP	Protección	3	SI
51720	fugado	2019-10	2019	F	 40 	2964115	Bucaramanga	Traslado de AFP	Protección	4	SI
51721	fugado	2019-11	2019	F	 25 	1861049	Medellín	Vinculación Inicial	Primer Trabajo	3	SI
51722	fugado	2019-12	2019	F	 36 	1409372	Bogotá	Traslado de AFP	Porvenir	3	SI
51723	fugado	2019-1	2019	F	 33 	1863391	Bucaramanga	Traslado de AFP	Porvenir	2	SI
51724	fugado	2019-2	2019	F	 39 	1903646	Bogotá	Traslado de AFP	Porvenir	1	SI
51725	fugado	2019-3	2019	M	 34 	1490801	Bogotá	Traslado de AFP	Porvenir	1	SI
51726	fugado	2019-4	2019	F	 40 	1382612	Bogotá	Traslado de AFP	Porvenir	1	SI
51727	fugado	2019-5	2019	F	 36 	1502930	Cali	Traslado de AFP	Porvenir	3	SI
51728	fugado	2019-6	2019	F	 37 	4086748	Bogotá	Traslado de AFP	Protección	2	SI
51729	fugado	2019-7	2019	M	 30 	1408814	Bogotá	Traslado de AFP	Porvenir	2	SI
51730	fugado	2019-8	2019	M	 32 	1656790	Bogotá	Traslado de AFP	Porvenir	4	SI
51731	fugado	2019-9	2019	F	 39 	1458868	Bogotá	Traslado de AFP	Porvenir	3	SI
51732	fugado	2019-10	2019	F	 36 	1408957	Bogotá	Traslado de AFP	Porvenir	2	SI
51733	fugado	2019-11	2019	M	 33 	1445154	Bogotá	Traslado de AFP	Porvenir	2	SI
51734	fugado	2019-12	2019	F	 36 	1507527	Bogotá	Traslado de AFP	Porvenir	1	SI
51735	fugado	2019-1	2019	F	 40 	1726327	Bucaramanga	Traslado de AFP	Porvenir	1	SI
51736	fugado	2019-2	2019	F	 30 	6329523	Cartagena	Traslado de AFP	Skandia	1	SI
51737	fugado	2019-3	2019	F	 37 	1414205	Bogotá	Traslado de AFP	Porvenir	2	SI
51738	fugado	2019-4	2019	M	 30 	1596524	Barranquilla	Traslado de AFP	Porvenir	4	SI
51739	fugado	2019-5	2019	F	 40 	1791748	Bogotá	Traslado de AFP	Porvenir	3	No
51740	fugado	2019-6	2019	F	 28 	1249532	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
51741	fugado	2019-7	2019	F	 30 	1827252	Cali	Traslado de AFP	Porvenir	3	SI
51742	fugado	2019-8	2019	F	 31 	1520019	Bogotá	Traslado de AFP	Porvenir	1	SI
51743	fugado	2019-9	2019	F	 40 	1426393	Bogotá	Traslado de AFP	Porvenir	1	SI
51744	fugado	2019-10	2019	M	 30 	1648277	Cali	Traslado de AFP	Porvenir	1	SI
51745	fugado	2019-11	2019	M	 35 	1491876	Cali	Traslado de AFP	Porvenir	1	SI
51746	fugado	2019-12	2019	F	 37 	1593673	Bogotá	Traslado de AFP	Porvenir	4	SI
51747	fugado	2019-1	2019	F	 36 	1465771	Cali	Traslado de AFP	Porvenir	1	SI
51748	fugado	2019-2	2019	F	 27 	1730688	Cartagena	Vinculación Inicial	Primer Trabajo	2	SI
51749	fugado	2019-3	2019	M	 39 	1157060	Bogotá	Traslado de AFP	Porvenir	3	SI
51750	fugado	2019-4	2019	F	 35 	1559957	Bogotá	Traslado de AFP	Porvenir	3	SI
51751	fugado	2019-5	2019	F	 30 	1586664	Medellín	Vinculación Inicial	Primer Trabajo	4	SI
51752	fugado	2019-6	2019	M	 35 	1630635	Bogotá	Traslado de AFP	Porvenir	3	SI
51753	fugado	2019-7	2019	F	 37 	5805844	Bogotá	Traslado de AFP	Skandia	1	SI
51754	fugado	2019-8	2019	M	 40 	3435281	Bogotá	Traslado de AFP	Protección	2	SI
51755	fugado	2019-9	2019	F	 34 	1688225	Bogotá	Traslado de AFP	Porvenir	1	SI
51756	fugado	2019-10	2019	F	 33 	1363332	Bogotá	Traslado de AFP	Porvenir	1	SI
51757	fugado	2019-11	2019	F	 40 	1755922	Medellín	Traslado de AFP	Porvenir	2	SI
51758	fugado	2019-12	2019	F	 37 	1503040	Barranquilla	Traslado de AFP	Porvenir	1	SI
51759	fugado	2019-1	2019	M	 32 	1573189	Barranquilla	Traslado de AFP	Porvenir	4	SI
51760	fugado	2019-2	2019	F	 36 	4103059	Bogotá	Traslado de AFP	Protección	1	No
51761	fugado	2019-3	2019	M	 32 	1955503	Bogotá	Traslado de AFP	Porvenir	4	SI
